Level,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
14,"Lexer::IsCharDelim",1,0.00,0.00,0.00,0.00,"vsc.exe",
14,"Lexer::CopyLexerState",1,0.00,0.00,0.00,0.00,"vsc.exe",
13,"Lexer::CopyLexerState",1,0.00,0.00,0.00,0.00,"vsc.exe",
12,"Lexer::GetNextToken",1,0.00,0.00,0.00,0.00,"vsc.exe",
13,"Lexer::IsCharIdent",1,0.00,0.00,0.00,0.00,"vsc.exe",
13,"Lexer::IsCharDelim",1,0.00,0.00,0.00,0.00,"vsc.exe",
13,"Lexer::CopyLexerState",1,0.00,0.00,0.00,0.00,"vsc.exe",
12,"Lexer::CopyLexerState",1,0.00,0.00,0.00,0.00,"vsc.exe",
11,"Lexer::GetNextToken",1,0.01,0.00,0.00,0.00,"vsc.exe",
12,"Lexer::CopyLexerState",1,0.01,0.01,0.00,0.00,"vsc.exe",
12,"Lexer::IsCharIdent",1,0.00,0.00,0.00,0.00,"vsc.exe",
12,"Lexer::IsCharDelim",1,0.00,0.00,0.00,0.00,"vsc.exe",
11,"Lexer::CopyLexerState",1,0.00,0.00,0.00,0.00,"vsc.exe",
10,"ICodeStream<ICodeNode>::AddVarICodeOp",2,0.01,0.00,0.00,0.00,"vsc.exe",
11,"DList<OpList>::Append",2,0.00,0.00,0.00,0.00,"vsc.exe",
12,"??2@YAPAXI@Z",2,0.00,0.00,0.00,0.00,"MSVCR120.dll",
12,"DNode<OpList>::DNode<OpList>",2,0.00,0.00,0.00,0.00,"vsc.exe",
11,"ICodeStream<ICodeNode>::GetICodeNodeByImpIndex",2,0.00,0.00,0.00,0.00,"vsc.exe",
10,"ICodeStream<ICodeNode>::AddICodeInstr",2,0.01,0.00,0.00,0.00,"vsc.exe",
11,"??2@YAPAXI@Z",2,0.00,0.00,0.00,0.00,"MSVCR120.dll",
11,"DList<ICodeNode>::Append",2,0.00,0.00,0.00,0.00,"vsc.exe",
12,"??2@YAPAXI@Z",2,0.00,0.00,0.00,0.00,"MSVCR120.dll",
10,"ICodeStream<ICodeNode>::AddICodeSourceLine",1,0.00,0.00,0.00,0.00,"vsc.exe",
11,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
11,"DList<ICodeNode>::Append",1,0.00,0.00,0.00,0.00,"vsc.exe",
12,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
10,"Lexer::GetLookAheadChar",1,0.00,0.00,0.00,0.00,"vsc.exe",
11,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
11,"Lexer::CopyLexerState",2,0.00,0.00,0.00,0.00,"vsc.exe",
10,"Compiler::getInstance",2,0.00,0.00,0.00,0.00,"vsc.exe",
9,"Parser::ParseAssign",1,0.16,0.01,0.02,0.00,"vsc.exe",
10,"Parser::ParseExpr",1,0.11,0.00,0.02,0.00,"vsc.exe",
11,"Parser::ParseSubExpr",1,0.11,0.00,0.02,0.00,"vsc.exe",
12,"Parser::ParseTerm",1,0.10,0.00,0.01,0.00,"vsc.exe",
13,"Parser::ParseFactor",1,0.10,0.05,0.01,0.01,"vsc.exe",
14,"Parser::ParseFuncCall",1,0.02,0.01,0.00,0.00,"vsc.exe",
15,"Lexer::GetNextToken",2,0.01,0.01,0.00,0.00,"vsc.exe",
16,"Lexer::CopyLexerState",2,0.00,0.00,0.00,0.00,"vsc.exe",
16,"Lexer::IsCharIdent",2,0.00,0.00,0.00,0.00,"vsc.exe",
16,"Lexer::IsCharDelim",2,0.00,0.00,0.00,0.00,"vsc.exe",
15,"ICodeStream<ICodeNode>::AddFuncICodeOp",1,0.00,0.00,0.00,0.00,"vsc.exe",
16,"DList<OpList>::Append",1,0.00,0.00,0.00,0.00,"vsc.exe",
17,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
17,"DNode<OpList>::DNode<OpList>",1,0.00,0.00,0.00,0.00,"vsc.exe",
16,"ICodeStream<ICodeNode>::GetICodeNodeByImpIndex",1,0.00,0.00,0.00,0.00,"vsc.exe",
15,"ICodeStream<ICodeNode>::AddICodeInstr",1,0.00,0.00,0.00,0.00,"vsc.exe",
16,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
16,"DList<ICodeNode>::Append",1,0.00,0.00,0.00,0.00,"vsc.exe",
17,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
15,"Lexer::GetLookAheadChar",1,0.00,0.00,0.00,0.00,"vsc.exe",
16,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
16,"Lexer::CopyLexerState",2,0.00,0.00,0.00,0.00,"vsc.exe",
15,"FunctionList::GetFuncByName",1,0.00,0.00,0.00,0.00,"vsc.exe",
16,"_stricmp",4,0.00,0.00,0.00,0.00,"MSVCR120.dll",
14,"FunctionList::GetFuncByName",1,0.01,0.01,0.00,0.00,"vsc.exe",
15,"_stricmp",4,0.00,0.00,0.00,0.00,"MSVCR120.dll",
14,"Lexer::GetNextToken",2,0.01,0.00,0.00,0.00,"vsc.exe",
15,"_stricmp",32,0.02,0.02,0.00,0.00,"MSVCR120.dll",
15,"Lexer::IsCharIdent",2,0.00,0.00,0.00,0.00,"vsc.exe",
15,"Lexer::CopyLexerState",2,0.00,0.00,0.00,0.00,"vsc.exe",
14,"ICodeStream<ICodeNode>::AddICodeInstr",1,0.00,0.00,0.00,0.00,"vsc.exe",
15,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
15,"DList<ICodeNode>::Append",1,0.00,0.00,0.00,0.00,"vsc.exe",
16,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
14,"ICodeStream<ICodeNode>::AddRegICodeOp",1,0.00,0.00,0.00,0.00,"vsc.exe",
15,"DList<OpList>::Append",1,0.00,0.00,0.00,0.00,"vsc.exe",
16,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
16,"DNode<OpList>::DNode<OpList>",1,0.00,0.00,0.00,0.00,"vsc.exe",
15,"ICodeStream<ICodeNode>::GetICodeNodeByImpIndex",1,0.00,0.00,0.00,0.00,"vsc.exe",
14,"SymbolList::GetSymbolByIdent",1,0.00,0.00,0.00,0.00,"vsc.exe",
15,"_stricmp",3,0.00,0.00,0.00,0.00,"MSVCR120.dll",
14,"FunctionList::getInstance",1,0.00,0.00,0.00,0.00,"vsc.exe",
14,"Lexer::CopyLexerState",1,0.00,0.00,0.00,0.00,"vsc.exe",
13,"Lexer::GetNextToken",1,0.00,0.00,0.00,0.00,"vsc.exe",
14,"Lexer::IsCharIdent",1,0.00,0.00,0.00,0.00,"vsc.exe",
14,"Lexer::IsCharDelim",1,0.00,0.00,0.00,0.00,"vsc.exe",
14,"Lexer::CopyLexerState",1,0.00,0.00,0.00,0.00,"vsc.exe",
13,"Lexer::CopyLexerState",1,0.00,0.00,0.00,0.00,"vsc.exe",
12,"Lexer::GetNextToken",1,0.00,0.00,0.00,0.00,"vsc.exe",
13,"Lexer::IsCharDelim",1,0.00,0.00,0.00,0.00,"vsc.exe",
13,"Lexer::IsCharIdent",1,0.00,0.00,0.00,0.00,"vsc.exe",
13,"Lexer::CopyLexerState",1,0.00,0.00,0.00,0.00,"vsc.exe",
12,"Lexer::CopyLexerState",1,0.00,0.00,0.00,0.00,"vsc.exe",
11,"Lexer::GetNextToken",1,0.00,0.00,0.00,0.00,"vsc.exe",
12,"Lexer::IsCharDelim",1,0.00,0.00,0.00,0.00,"vsc.exe",
12,"Lexer::CopyLexerState",1,0.00,0.00,0.00,0.00,"vsc.exe",
12,"Lexer::IsCharIdent",1,0.00,0.00,0.00,0.00,"vsc.exe",
11,"Lexer::CopyLexerState",1,0.00,0.00,0.00,0.00,"vsc.exe",
10,"Lexer::GetNextToken",2,0.01,0.01,0.00,0.00,"vsc.exe",
11,"Lexer::IsCharOpChar",1,0.00,0.00,0.00,0.00,"vsc.exe",
11,"Lexer::IsCharDelim",2,0.00,0.00,0.00,0.00,"vsc.exe",
11,"Lexer::CopyLexerState",2,0.00,0.00,0.00,0.00,"vsc.exe",
11,"Lexer::IsCharIdent",2,0.00,0.00,0.00,0.00,"vsc.exe",
10,"ICodeStream<ICodeNode>::AddVarICodeOp",3,0.01,0.00,0.00,0.00,"vsc.exe",
11,"DList<OpList>::Append",3,0.01,0.00,0.00,0.00,"vsc.exe",
12,"??2@YAPAXI@Z",2,0.00,0.00,0.00,0.00,"MSVCR120.dll",
12,"DNode<OpList>::InsertAfter",1,0.00,0.00,0.00,0.00,"vsc.exe",
13,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
12,"DNode<OpList>::DNode<OpList>",2,0.00,0.00,0.00,0.00,"vsc.exe",
11,"ICodeStream<ICodeNode>::GetICodeNodeByImpIndex",3,0.00,0.00,0.00,0.00,"vsc.exe",
10,"ICodeStream<ICodeNode>::AddICodeInstr",2,0.01,0.00,0.00,0.00,"vsc.exe",
11,"??2@YAPAXI@Z",2,0.00,0.00,0.00,0.00,"MSVCR120.dll",
11,"DList<ICodeNode>::Append",2,0.00,0.00,0.00,0.00,"vsc.exe",
12,"??2@YAPAXI@Z",2,0.00,0.00,0.00,0.00,"MSVCR120.dll",
10,"ICodeStream<ICodeNode>::AddICodeSourceLine",1,0.00,0.00,0.00,0.00,"vsc.exe",
11,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
11,"DList<ICodeNode>::Append",1,0.00,0.00,0.00,0.00,"vsc.exe",
12,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
10,"Lexer::GetLookAheadChar",1,0.00,0.00,0.00,0.00,"vsc.exe",
11,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
11,"Lexer::CopyLexerState",2,0.00,0.00,0.00,0.00,"vsc.exe",
10,"SymbolList::GetSymbolByIdent",1,0.00,0.00,0.00,0.00,"vsc.exe",
11,"_stricmp",3,0.00,0.00,0.00,0.00,"MSVCR120.dll",
10,"Compiler::getInstance",2,0.00,0.00,0.00,0.00,"vsc.exe",
9,"Lexer::GetNextToken",17,0.14,0.04,0.00,0.00,"vsc.exe",
10,"_stricmp",160,0.12,0.12,0.00,0.00,"MSVCR120.dll",
10,"Lexer::IsCharIdent",17,0.01,0.01,0.00,0.00,"vsc.exe",
10,"Lexer::CopyLexerState",17,0.00,0.00,0.00,0.00,"vsc.exe",
10,"Lexer::IsCharDelim",7,0.00,0.00,0.00,0.00,"vsc.exe",
9,"ICodeStream<ICodeNode>::AddICodeSourceLine",6,0.04,0.01,0.00,0.00,"vsc.exe",
10,"DList<ICodeNode>::Append",6,0.02,0.00,0.00,0.00,"vsc.exe",
11,"??2@YAPAXI@Z",6,0.03,0.03,0.00,0.00,"MSVCR120.dll",
10,"??2@YAPAXI@Z",6,0.01,0.01,0.00,0.00,"MSVCR120.dll",
9,"SymbolList::GetSymbolByIdent",7,0.01,0.00,0.00,0.00,"vsc.exe",
10,"_stricmp",21,0.02,0.02,0.00,0.00,"MSVCR120.dll",
9,"FunctionList::GetFuncByName",6,0.00,0.00,0.00,0.00,"vsc.exe",
10,"_stricmp",6,0.01,0.01,0.00,0.00,"MSVCR120.dll",
9,"FunctionList::getInstance",6,0.00,0.00,0.00,0.00,"vsc.exe",
8,"Lexer::GetLookAheadChar",12,0.29,0.05,0.00,0.00,"vsc.exe",
9,"??2@YAPAXI@Z",12,0.23,0.23,0.00,0.00,"MSVCR120.dll",
9,"Lexer::CopyLexerState",24,0.00,0.00,0.00,0.00,"vsc.exe",
8,"Lexer::GetNextToken",1,0.00,0.00,0.00,0.00,"vsc.exe",
9,"Lexer::IsCharIdent",1,0.00,0.00,0.00,0.00,"vsc.exe",
9,"Lexer::IsCharDelim",1,0.00,0.00,0.00,0.00,"vsc.exe",
9,"Lexer::CopyLexerState",1,0.00,0.00,0.00,0.00,"vsc.exe",
7,"FunctionList::AddFunc",1,0.02,0.01,0.00,0.00,"vsc.exe",
8,"DList<FuncNode>::Append",1,0.01,0.00,0.00,0.00,"vsc.exe",
9,"??2@YAPAXI@Z",1,0.01,0.01,0.00,0.00,"MSVCR120.dll",
8,"FunctionList::GetFuncByName",1,0.00,0.00,0.00,0.00,"vsc.exe",
9,"_stricmp",7,0.01,0.01,0.00,0.00,"MSVCR120.dll",
8,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
8,"_stricmp",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
7,"Lexer::GetNextToken",4,0.02,0.01,0.00,0.00,"vsc.exe",
8,"_stricmp",16,0.01,0.01,0.00,0.00,"MSVCR120.dll",
8,"Lexer::IsCharIdent",4,0.00,0.00,0.00,0.00,"vsc.exe",
8,"Lexer::IsCharDelim",3,0.00,0.00,0.00,0.00,"vsc.exe",
8,"Lexer::CopyLexerState",4,0.00,0.00,0.00,0.00,"vsc.exe",
7,"Lexer::GetLookAheadChar",1,0.01,0.00,0.00,0.00,"vsc.exe",
8,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
8,"Lexer::CopyLexerState",2,0.00,0.00,0.00,0.00,"vsc.exe",
7,"_chkstk",1,0.00,0.00,0.00,0.00,"vsc.exe",
6,"Parser::ParseHost",7,0.33,0.14,0.01,0.00,"vsc.exe",
7,"Lexer::GetNextToken",28,0.10,0.05,0.00,0.00,"vsc.exe",
8,"_stricmp",112,0.08,0.08,0.00,0.00,"MSVCR120.dll",
8,"Lexer::CopyLexerState",28,0.00,0.00,0.00,0.00,"vsc.exe",
8,"Lexer::IsCharDelim",21,0.00,0.00,0.00,0.00,"vsc.exe",
8,"Lexer::IsCharIdent",28,0.00,0.00,0.00,0.00,"vsc.exe",
7,"FunctionList::AddFunc",7,0.09,0.03,0.00,0.00,"vsc.exe",
8,"DList<FuncNode>::Append",7,0.04,0.00,0.00,0.00,"vsc.exe",
9,"??2@YAPAXI@Z",7,0.04,0.04,0.00,0.00,"MSVCR120.dll",
8,"??2@YAPAXI@Z",7,0.01,0.01,0.00,0.00,"MSVCR120.dll",
8,"_stricmp",7,0.01,0.01,0.00,0.00,"MSVCR120.dll",
8,"FunctionList::GetFuncByName",7,0.01,0.00,0.00,0.00,"vsc.exe",
9,"_stricmp",21,0.02,0.02,0.00,0.00,"MSVCR120.dll",
6,"Lexer::GetNextToken",8,0.09,0.01,0.00,0.00,"vsc.exe",
7,"_stricmp",128,0.11,0.11,0.00,0.00,"MSVCR120.dll",
7,"Lexer::IsCharIdent",8,0.00,0.00,0.00,0.00,"vsc.exe",
7,"Lexer::CopyLexerState",8,0.00,0.00,0.00,0.00,"vsc.exe",
6,"Lexer::GetLookAheadChar",8,0.08,0.04,0.00,0.00,"vsc.exe",
7,"??2@YAPAXI@Z",8,0.05,0.05,0.00,0.00,"MSVCR120.dll",
7,"Lexer::CopyLexerState",16,0.00,0.00,0.00,0.00,"vsc.exe",
5,"Lexer::GetNextToken",8,0.13,0.07,0.00,0.00,"vsc.exe",
6,"_stricmp",112,0.09,0.09,0.00,0.00,"MSVCR120.dll",
6,"Lexer::CopyLexerState",8,0.00,0.00,0.00,0.00,"vsc.exe",
6,"Lexer::IsCharIdent",7,0.00,0.00,0.00,0.00,"vsc.exe",
4,"printf",5,6.32,6.32,0.18,0.18,"MSVCR120.dll",
4,"Compiler::LoadSourceFile",1,3.51,0.00,0.50,0.00,"vsc.exe",
5,"fopen_s",1,1.56,1.56,0.22,0.22,"MSVCR120.dll",
5,"malloc",49,1.24,1.24,0.00,0.00,"MSVCR120.dll",
5,"fgets",49,0.66,0.66,0.00,0.00,"MSVCR120.dll",
5,"??2@YAPAXI@Z",49,0.14,0.14,0.00,0.00,"MSVCR120.dll",
5,"feof",50,0.04,0.04,0.00,0.00,"MSVCR120.dll",
4,"Compiler::PreprocessSourceFile",1,1.98,1.23,0.28,0.17,"vsc.exe",
5,"malloc",147,0.36,0.36,0.00,0.00,"MSVCR120.dll",
5,"Compiler::GetNextToken",49,0.29,0.15,0.00,0.00,"vsc.exe",
6,"_stricmp",560,0.47,0.47,0.00,0.00,"MSVCR120.dll",
6,"Lexer::IsCharIdent",39,0.00,0.00,0.00,0.00,"vsc.exe",
6,"Lexer::IsCharDelim",4,0.00,0.00,0.00,0.00,"vsc.exe",
5,"strcpy_s",98,0.11,0.11,0.00,0.00,"MSVCR120.dll",
4,"??2@YAPAXI@Z",12,0.19,0.19,0.00,0.00,"MSVCR120.dll",
4,"Compiler::ReadCmmndLineParams",1,0.13,0.13,0.02,0.02,"vsc.exe",
5,"_strupr",2,0.00,0.00,0.00,0.00,"MSVCR120.dll",
4,"Compiler::VerifyFilenames",1,0.06,0.00,0.01,0.00,"vsc.exe",
5,"_strupr",1,0.04,0.04,0.01,0.01,"MSVCR120.dll",
5,"strncpy",1,0.02,0.02,0.00,0.00,"MSVCR120.dll",
5,"strstr",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
5,"strrchr",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
4,"SymbolList::AddSymbol",2,0.03,0.01,0.00,0.00,"vsc.exe",
5,"??2@YAPAXI@Z",2,0.02,0.02,0.00,0.00,"MSVCR120.dll",
5,"SymbolList::GetSymbolByIdent",2,0.00,0.00,0.00,0.00,"vsc.exe",
6,"_stricmp",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
5,"DList<SymbolNode *>::Append",2,0.00,0.00,0.00,0.00,"vsc.exe",
6,"??2@YAPAXI@Z",2,0.00,0.00,0.00,0.00,"MSVCR120.dll",
4,"FunctionList::FunctionList",1,0.00,0.00,0.00,0.00,"vsc.exe",
5,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
4,"Parser::Parser",1,0.00,0.00,0.00,0.00,"vsc.exe",
3,"__CxxSetUnhandledExceptionFilter",1,0.41,0.41,0.06,0.06,"vsc.exe",
3,"pre_cpp_init",1,0.28,0.00,0.04,0.00,"vsc.exe",
4,"__getmainargs",1,0.25,0.25,0.04,0.04,"MSVCR120.dll",
4,"atexit",1,0.03,0.00,0.00,0.00,"vsc.exe",
5,"_onexit",1,0.03,0.00,0.00,0.00,"vsc.exe",
6,"_onexit",1,0.03,0.03,0.00,0.00,"MSVCR120.dll",
6,"RtlDecodePointer",1,0.00,0.00,0.00,0.00,"ntdll.dll",
6,"__SEH_prolog4",1,0.00,0.00,0.00,0.00,"vsc.exe",
6,"__SEH_epilog4",1,0.00,0.00,0.00,0.00,"vsc.exe",
3,"exit",1,0.16,0.16,0.02,0.02,"MSVCR120.dll",
4,"_RTC_Terminate",1,0.00,0.00,0.00,0.00,"vsc.exe",
3,"__isa_available_init",1,0.12,0.12,0.02,0.02,"vsc.exe",
3,"pre_c_init",1,0.05,0.00,0.01,0.00,"vsc.exe",
4,"RtlEncodePointer",1,0.03,0.03,0.00,0.00,"ntdll.dll",
4,"_setdefaultprecision",1,0.01,0.01,0.00,0.00,"vsc.exe",
4,"__set_app_type",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
4,"_RTC_Initialize",1,0.00,0.00,0.00,0.00,"vsc.exe",
3,"__SEH_prolog4",1,0.00,0.00,0.00,0.00,"vsc.exe",
3,"__atonexitinit",1,0.00,0.00,0.00,0.00,"vsc.exe",
2,"__security_init_cookie",1,0.00,0.00,0.00,0.00,"vsc.exe",
